0;Cap? Captain? *Sarah knocks on the camera lens with her finger. The camera shakes.;engineer_dialog;;
;You want to change? It's very easy! You just have to become an operating thetan! There are different kinds of them. Fifteen levels. The higher your level, the more of an operating thetan you are. And being an operating thetan, like I already told you, is wonderful, since an operating thetan doesn't need physical things to act. Does this sound vague to you? That means I've done it!;108;;
108;YEEEEEAAAH! *The Bork cries out.* I WANT TO! I WANT TO BECOME AN OPERATING THETAN! Me too!! Me too!! Glory!! Glory to L. Ron Hubbard!;;;
;The levels are reached very easily. Those who want to reach them have to hand me over all of their belongings and money. Well, not to me directly, but... actually, you could say it goes to me.;109;;
109;YES!! YES! YES!! BROTHER!! THROW OUT THE CARGO! TRANSFER THE MONEY! ALL HAIL THE GREAT RON! *The brothers cry out in unison.* Yes! Yes, O Great Ron!! Take our money and cargo!! Take our father's ship!! Make us operating thetans!!;;;
;This is how it is? Well… that's not much, of course… I think level three is enough for now.;110;;
110;YES!! Glory! Glory to L. Ron Hubbard!! I'M AN OVERAPING THETAN! OVERAPING THETAN!!!;;;
;Operating. Well, thanks for the money. I'll pick up your cargo. And now, go, tell the rest of your people about my Word. Your priority should be the rich, celebrities, acto- Ahem. You get it.;111;;
111;AS YOU SAY! AS YOU SAY, O GREAT ONE! Glory to you! O, glory to you!! *The Borks go off the line and jump, leaving the system. The really did transfer all their money and drop their cargo.*;;;
;Heh. I didn't think it would work. I must have chosen the wrong career.;112;;
112;*You suddenly hear Henry's voice.* You're a scary man, Captain. *There is so much sarcasm in his voice you could kill a kitten with it.*;marine_dialog;;
;Hey, think of the kittens. And in fact, I never even threatened them.;113;;
113;What do the kittens have to do with it, Captain? *Liszkiewicz is surprised.*;marine_dialog;;
;I don't really know, to be honest. Do you want me to tell you about Xenu?;114;;
114;*Suddenly, without even changing his expression, Henry stars laughing heartily. He barely manages to hit the button to go off the line, he's laughing so hard.*;marine_dialog;;
;You really shouldn't do that. Don't joke about Scientology!;-1;;6
