;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
26;Потому что Авроре это необходимо. *Голос у Мартана сейчас очень едкий, он говорит издевательски, с сарказмом.* Потому что если ты не заметил, у нас тут кризис полезных ископаемых на планете. И ещё какая-то космическая империя захотела с нами воевать. Это уже не говоря о том, что какой-то огромный космический корабль, хтоническая штука, хочет уничтожить наше Солнце. Да, и как это мы осмеливаемся забирать ресурсы оттуда, куда мы пришли за ресурсами?;;;;
;Но ведь там тоже живут люди. Им из-за этого очень нелегко.;27;;;
27;Эти люди сами согласились туда лететь. Это их обязанность. И если они недовольны - это их проблемы, ведь они знали на что идут, нет? *Аргументация железная. Тем не менее, голос у Мартана немного теплеет.* Я понимаю, дружище. Ты обеспокоен. Всё в порядке. В верхушке Авроры не садисты и не тираны сидят. Поверь, как только мы разберёмся хотя бы с чем-нибудь, то умерим пыл с колонией. Но сейчас иначе попросту нельзя.;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
28;Разобрались. Я передам отчёты наверх? У нас что-то ещё?;;;;
;"Я доставил Джозефа на ""Единство"" и поговорил со всеми послами.";2;!reply_unity_used;;reply_unity_used
;По поводу колонии?;12;!reply_colony_used;;reply_colony_used
;Это всё. ;29;reply_colony_used && reply_unity_used;;
29;Хорошо. Значит пока что ты свободен. *После некоторой паузы, Мартан добавляет.* Относительно, конечно. Тебе по-прежнему нужно попытаться выяснить хотя бы что-то про Опустошитель. И, конечно, зорсаны?;;;;
;"Я не понял, вы хотите послать меня воевать? ""Аврора-2"" - исследовательское судно.";30;;;
30;Допускающее модификацию в военное. Так что, да. Если будет нужно - ты полетишь в бой. *Мартан улыбается.* Но сейчас это не требуется, пока что от тебя ничего такого не нужно. Командование запросило у тебя помощь в разведке. Просто слетай кое-куда и просканируй несколько планет. Тебе даже в бой вступать не надо в случае чего. Главное - поторопись. Это очень важно.;;;;
;"Ладно. Пересылай всё на ""Аврору-2"", я просмотрю брифинг там.";31;;;
31;"Как скажешь. Что же, дружище? увидимся мы не скоро. До свидания. Не буду говорить ""прощай"".";;;;
;Я тоже не буду. До свидания, Мартан.;32;;;
32;Ты уж возвращайся. Будет грустно, если Земля потеряет своего героя. *Улыбнувшись, Мартан жмёт тебе руку и похлопывает по плечу.*;;;;
;Я думаю, что мне, в таком случае, тоже будет несладко.;-1;;;
